image_path,medicine_name,split
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60429-263_0_0.jpg,7d4dc9cf41ffbcdde7dce51df061bfe08862a7df2da83728dc21230a,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-2238_0_1.jpg,021ce1278c6a70641149de63b321e4a294aa5c5520253bf636b1a3b4,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-7306_0_0.jpg,0b03cfd9bdb85643337f4da50ad10c2382a2b914c0bef66e0f74efe5,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68382-005_0_1.jpg,91b5a5f49f1eab6d87b0905ef8b9829cf497e30d09dc6c42f7a55eae,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-8012_0_0.jpg,ef3fe580ffb24c8fbe8bfe5a50e8abbdaaecbbc069c0423e173fa9ac,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-077_0_0.jpg,e6d2ab8d396730acb5b994c4af0ce4ed427d74824bee4a6734eafa6c,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3850.jpg,00093-1063-01_22269114,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60505-0039_0_1.jpg,a802073c87972f43a44c576e888251e1f8376bb511cb67a2d752dd6e,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1103.jpg,00093-0012-98_4D29A6AD,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\96.jpg,00555-0997-02_BC2F5E6A,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68084-487_0_1.jpg,476a171f2e6c10753f0fb597e716fb1051bdd5919cc02395c622426a,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-5290-56_PART_1_OF_1_CHAL10_SB_21281080.jpg,00093-5290-56_21281080,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63629-4125_0_1.jpg,9acbe5af113b2bb93fcc76c4a498df9fa0be3d3fa4deded6670a3f8f,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4082.jpg,64679-0936-03_7E05BF4D,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3824.jpg,68382-0024-01_A12050B2,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0463-01_PART_1_OF_1_CHAL10_SB_5429AA3D.jpg,00093-0463-01_5429AA3D,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00591-2473-19_PART_1_OF_1_CHAL10_SB_F11D78AB.jpg,00591-2473-19_F11D78AB,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0781-5386_0_1.jpg,5d14ed3e85cd4de8483b51ada5cca2f11c5233dbb307a3c1bd5a6ecc,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-519_0_1.jpg,4152a1bd76cb42edc6ec0029227fcf958fbe77cec6aa1e17eccd426f,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4919.jpg,00069-2600-66_3A211D78,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3738.jpg,00603-3856-21_AC265632,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\65197-003_0_1.jpg,284d527fabebbddb24363e5cb2e39ee1d0560d7c868d906ea38d3bec,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4602.jpg,00555-0071-01_BF2B5FAA,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-514_0_0.jpg,1efb3b993031aaaa40258b2c6456899fac2e2b12d2ac70d81ef4201f,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4092.jpg,00378-1823-01_D723EBAF,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0378-2005_0_1.jpg,f9273195505fb82c3c71179a03ff2ea21f7e2da789fd5657b048d1da,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\541.jpg,15456-0980-04_9418CA26,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-181_0_1.jpg,56c2f06d22989571cc8ecc4a4b7af952f1bbbed49a179c34f5d6ea37,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4186.jpg,50111-0852-01_0D2306B8,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-6362_0_1.jpg,5a71c9998ba27d2524f9af2b54673996f142d067b08abfa0e817c52d,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-2835_0_0.jpg,9becadcc6a28c9ef9498eab01107d6a0e8c63ec27c666eac4dea9202,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-0733-02_PART_1_OF_1_CHAL10_SF_3B2F1D88.jpg,00555-0733-02_3B2F1D88,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\53489-0143-01_PART_1_OF_1_CHAL10_SB_62213159.jpg,53489-0143-01_62213159,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0185-0644_0_0.jpg,3fb198aea62ff5a8689158118b6d41cedc7d32d2db5aa4c35861dd1e,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0527-1050_0_1.jpg,7d1a3d262ff9b4069632a0b51a56e5294c0ff56037d79365a3d2f817,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\65862-652_0_0.jpg,bcf1131adba9c4eb3e819eb9fe7a7a16beeb51dcbe39e355e2bab368,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3743.jpg,68382-0023-01_452022C1,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4753.jpg,68453-0375-10_14200A30,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55154-5623_0_1.jpg,79f712eb3320cd31e95628be799a4e09811c9c53ce494d4805686da6,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\67544-224_0_0.jpg,d43d543e90a7522175fefe4fd5b415760dc11883ffb0a1382aa20507,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-9514_0_1.jpg,5a0144ff1f0720b10aac18602e3d56f9f62fd5e81f055c0d86af78ae,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0373_0_1.jpg,505e79ab4b835c01f0cea32998aed451ac1a520c085e888efb443ee3,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1078.jpg,00378-2625-01_CE23E72F,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0374_0_1.jpg,eb83d393e184bc5339d9bc7d207addccf212fa8458d2643334e61559,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4318.jpg,00093-7188-56_F92D7CCB,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\17478-742_0_0.jpg,75954f06708d8d5bde2a790793dfa4fd764414f8be5a9b8c9ba2f704,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50090-0848_0_1.jpg,ce25ce7b3a9df796bbf680cfb0fc3acf650b23b90b795acaf690a37c,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0378-1724_0_0.jpg,8366f671608b8c48668786c52bc412152352b17f472576a417e6a5bf,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63629-4372_0_1.jpg,2fb390f3531abe19954fb831c6598a9c85729d002a7d6b7991fa30be,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00143-1227-01_PART_1_OF_1_CHAL10_SF_C123608B.jpg,00143-1227-01_C123608B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0210_0_1.jpg,b943ad23bcf3813a74d4b0c924a554dda186207c03902cce8f978f8d,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-0935_0_1.jpg,42a5a358e58f141f31db31d8b0226af59e76c148973313e315b15669,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\67296-0469_0_0.jpg,9912c38c9ff21dffff9ce153e7387ab5d875f9678217b5253576a50a,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00781-1507-01_PART_1_OF_1_CHAL10_SF_39201C90.jpg,00781-1507-01_39201C90,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0603-6240_0_1.jpg,9a9afc3a14a62d0ed2e095ba861c85cab55a909625e1edb32ddef53a,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\91.jpg,00093-5507-56_0C270618,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-5738_0_1.jpg,f807811dd027cbaed7133b8d567e434d517bf46b5842ea8469348f7c,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68382-144_0_1.jpg,1318003ac039e5b914b530a1be44005ba098f2ca6d802e5b9c26ef83,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00172-2907-60_PART_1_OF_1_CHAL10_SF_AA26D556.jpg,00172-2907-60_AA26D556,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\69189-0400_0_0.jpg,c7db021e891bc461d0458f6346302e6e57e174059d9c38369789e779,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4207.jpg,00093-4029-01_272713C8,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1932.jpg,65862-0012-30_052182EC,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3171.jpg,00093-3127-01_C12DE08F,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\70786-1496_0_1.jpg,657312c8a1303fe42c7bacd332eb09fe7195e6f545209554bc7aecb7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0378-0574_0_0.jpg,c48a7e8c19f274e46d660af8d2983658513e2f978d606ec3de633de9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\16252-527_0_1.jpg,55424117f4bc53e0110d14c70027ab22a684919b2ba55cb46f34fc62,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50268-307_0_1.jpg,2c104ab6d5c0cb3818c944bf016fab310688f90196c721f46c5a0c41,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4869.jpg,51285-0092-87_C33061E3,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\53489-0146-01_PART_1_OF_1_CHAL10_SF_8021C06E.jpg,53489-0146-01_8021C06E,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1114.jpg,00093-5502-01_742DBA1D,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\884.jpg,00185-0117-01_D520EAA7,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3648.jpg,00093-9107-29_8A21C51E,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55289-615_0_0.jpg,3a1539150376966f9e305683d5e460b6f519c2a18fa552393082bd09,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4847.jpg,00093-4030-01_04268274,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7704_0_0.jpg,f4266210bab09a921ce5fbe751db902c6729c098ad8f28ffaadf48c3,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-045_0_0.jpg,50e60c2a84075dffaaad1eaec7f5ac4cdbcf4a5130a973bc7c8ed48e,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7224-98_PART_1_OF_1_CHAL10_SF_B5305AF2.jpg,00093-7224-98_B5305AF2,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3324.jpg,00093-0537-01_942B4A7A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-5655_0_1.jpg,4d4fbae10e62d61c58cd1445f619c664c18ef57a82f8db3795d39bbc,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\742.jpg,00143-9920-01_A4265272,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0527-1345_0_1.jpg,afecfadf07bddade7bf68fa89ca8acc470c22c23fff6aa5d6a983d9f,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\343.jpg,50111-0397-01_30269804,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\67046-164_0_1.jpg,f26a5ec12446ea8b044e77891bda9dc580c8f7cdc02c689c9ae5dfdb,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63629-5219_0_1.jpg,571fffc440c2f097b7488d5c804a59adba02e4a89abd1acb0c2df0f6,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4366.jpg,00172-5034-60_052D0288,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0378-8629_0_1.jpg,38c71edcc64971ff2ba7f62123015fcbaff6fb9fc218133309914ee0,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3244.jpg,00093-0321-01_902B486A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\70786-1718_0_0.jpg,2dd593f8f8f3527f00abf0cd9de5f5d47361b0771af9c73dadd44b92,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2246.jpg,00093-7220-06_692934D9,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1581.jpg,55111-0268-30_C422E227,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1077.jpg,67767-0133-60_26269354,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-725_0_0.jpg,467372953ef8cbb6ff134c843327b26669ae44f0c4816f57b060fa5e,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-750_0_0.jpg,986a3982b2db8708b6e222cdc0399e721da5088cda9bd272cfe1b583,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\47781-308_0_1.jpg,0d233d0f68747d44c24a26fa9e92f5fc88d310d570a292b5c0ce42b3,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3801.jpg,50111-0397-01_30269804,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4662.jpg,00093-7285-89_B62FDB4E,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7769_0_1.jpg,eb4e363e5edd7d04fcd74545a13bc334c67e97037238322ab9cf4f2b,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7639_0_1.jpg,d139a89e8f96cecb16c7b643350cc8acea68e305c9b973fcee5dbc30,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\63010-0027-70_PART_1_OF_1_CHAL10_SF_141B8A3C.jpg,63010-0027-70_141B8A3C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\67046-670_0_1.jpg,49357cef22f0c8ae37439e3d62e300bf54dd1abdc8bafde0203f6d53,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55289-464_0_0.jpg,e198e1d73596f3ff3e76e7ccef5ebf13ad8007d2c4ed453f9bcea5cf,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55289-603_0_1.jpg,378105ddc754f356b5c0e7abc030fd2a2fe072d65991ea84780facf3,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00228-2634-06_PART_1_OF_1_CHAL10_SF_9C204E42.jpg,00228-2634-06_9C204E42,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-9549_0_1.jpg,5ff7892d08d200fb21beed493a054dd844dbce4843146ba6a0411781,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4715.jpg,00172-4280-60_8F21C7EE,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3970.jpg,00378-0310-01_4121A08D,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1325.jpg,00093-7234-01_B13058E2,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00378-3495-01_PART_1_OF_1_CHAL10_SB_15238AEC.jpg,00378-3495-01_15238AEC,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\52959-722_0_1.jpg,adaba1f7627e6ad034a78d3294ef24fd4e3bd9ef1fe5550f14bd43bf,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\584.jpg,00093-7466-98_A51DD2AE,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0006-3916_0_0.jpg,69c14a86665c436f4ecc907c36aecb39507655959d6b34318fe126fc,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-5960_0_1.jpg,c293a6f185b066b279a2dee64dec3bbe40a1fc6071279458c7106e47,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1960.jpg,00093-7369-56_AD2FD6CE,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-2049_0_0.jpg,ada2b4af4fa32f139608ee443d0063c02c8bf3d16cfba55f73fde661,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55111-157_0_0.jpg,4a00de75e541c51709bfd292d03a62bd2c455a55fb990644a7908427,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\68462-0358-05_PART_1_OF_1_CHAL10_SB_A71C53C2.jpg,68462-0358-05_A71C53C2,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2969.jpg,00093-3196-53_C52DE2FF,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\69189-0090_0_0.jpg,add024e2268670a051b28cec7226d4cefd5d7f5df491a51c4071ba6b,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0440-7384_0_1.jpg,a5a4d3397aa1c9bb42d25d6d8ceb14af05263a97bf7d9c51d6093645,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4264.jpg,00071-0419-24_361C9B04,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2294.jpg,00093-7671-01_FE26FF27,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1253.jpg,00378-1105-01_D822EC47,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3800.jpg,00527-1311-01_2D2696B4,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-0097_0_1.jpg,aa5d30534774d36377f10049e5a573bc5e895eea0bbef21b3bb49037,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1723.jpg,00093-0756-01_19268C94,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7823_0_1.jpg,5d0d9c0ce70f134c83d51a1892a81fc07a543371fa640e3ea5ba0df9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\31722-726_0_1.jpg,74b6e15f0e4188f511c077dc8d478f498c049e1f9b2ec05ee804e541,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\65597-111_0_0.jpg,7366def19baedb9e439d3eea1936bc1f55e0246ae268fba71d2ec733,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\761.jpg,00555-0513-02_D92B6CFB,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00078-0574-15_PART_1_OF_1_CHAL10_SF_3E1D9F4C.jpg,00078-0574-15_3E1D9F4C,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3359.jpg,00173-0595-00_10230838,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1820.jpg,00555-0211-10_C32B61BB,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-5502-01_PART_1_OF_1_CHAL10_SF_742DBA1D.jpg,00093-5502-01_742DBA1D,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\192.jpg,00093-0017-01_6629B33D,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0245-0211_0_1.jpg,2cbf99acd33f8a0a63d5d479372428b4b2ff1ec4a530a6c6cbed8d44,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00378-1110-01_PART_1_OF_1_CHAL10_SF_15210A88.jpg,00378-1110-01_15210A88,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\68968-3500-01_PART_1_OF_1_CHAL10_SB_581E2C71.jpg,68968-3500-01_581E2C71,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1686.jpg,00023-9350-07_D4196A7B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-6325_0_0.jpg,ad926657ac35c0cde01707fc2c608c70b33dbc540ee300c25cb3280c,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4736.jpg,60505-2580-09_9B1DCDFE,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0378-0424_0_0.jpg,8752c81bd6821253b7810dc542a86113896431598334aef1166a12d5,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0049-2330_0_1.jpg,e03612b95efe1c902f7363150b9d95d09a99dd3401ad20d113c06b20,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-512_0_1.jpg,e157cd4ad8ffad84cab75a024be46c8fad3e2392821b787a544762ce,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1320.jpg,00378-1807-01_1A238D5C,train
