image_path,medicine_name,generic_name,rxstring,rxcui,product_code,ndc9,size,shape,score,imprint,color,strength,ingredients,dosage_form,author,image_source,source_image,identity_label,split
data\public\pillbox\images\006034112.jpg,Isosorbide Mononitrate ISOSORBIDE MONONITRATE 120 mg,Isosorbide Mononitrate,,,0603-4112,006034112,16,OVAL,1,3799;V,WHITE,ISOSORBIDE MONONITRATE 120 mg,ISOSORBIDE MONONITRATE[ISOSORBIDE MONONITRATE],C42927,Par Pharmaceutical,NLM,006034112.jpg,0603-4112,train
data\public\pillbox\images\008322012.jpg,Amantadine Hydrochloride AMANTADINE HYDROCHLORIDE 100 mg,Amantadine Hydrochloride,,,0832-2012,008322012,18,CAPSULE,1,GG634,RED,AMANTADINE HYDROCHLORIDE 100 mg,AMANTADINE HYDROCHLORIDE[AMANTADINE],C25158,"Upsher-Smith Laboratories, Inc.",NLM,008322012.jpg,0832-2012,train
data\public\pillbox\images\13913-0002-13_5007A82D.jpg,Glumetza METFORMIN HYDROCHLORIDE 500 mg,Glumetza,,,13913-002,139130002,18,OVAL,1,GMZ;500,BLUE,METFORMIN HYDROCHLORIDE 500 mg,METFORMIN HYDROCHLORIDE[METFORMIN],C42930,"Depomed, Inc.",NLM,13913-0002-13_5007A82D.jpg,13913-002,train
data\public\pillbox\images\00093717201.jpg,24 HR etodolac 500 MG Extended Release Oral Tablet,Etodolac,24 HR etodolac 500 MG Extended Release Oral Tablet,359500,0093-7172,000937172,18,OVAL,1,93;7172,GRAY,ETODOLAC 500 mg,ETODOLAC[ETODOLAC],C42930,"Teva Pharmaceuticals USA, Inc.",SPL,00093717201.jpg,0093-7172,train
data\public\pillbox\images\494b88fa-a2bd-4835-e054-00144ff8d46c.jpg,ibuprofen 200 MG Oral Tablet,Redicare Ibuprofen,ibuprofen 200 MG Oral Tablet,310965,71105-750,711050750,10,ROUND,1,IBU;200,BROWN,IBUPROFEN 200 1,IBUPROFEN[IBUPROFEN],C42931,Redicare LLC,SPL,494b88fa-a2bd-4835-e054-00144ff8d46c.jpg,71105-750,train
data\public\pillbox\images\651620572.jpg,bethanechol chloride 10 MG Oral Tablet,Bethanechol Chloride,bethanechol chloride 10 MG Oral Tablet,857321,65162-572,651620572,11,ROUND,1,AN;572,WHITE,BETHANECHOL CHLORIDE 10 mg,BETHANECHOL CHLORIDE[BETHANECHOL],C42998,Amneal Pharmaceuticals LLC,NLM,651620572.jpg,65162-572,train
data\public\pillbox\images\665820414.jpg,ezetimibe 10 MG Oral Tablet [Zetia],Zetia,ezetimibe 10 MG Oral Tablet [Zetia],352304,66582-414,665820414,8,OVAL,1,414,WHITE,Ezetimibe 10 mg,Ezetimibe[Ezetimibe],C42998,Merck Sharp & Dohme Corp.,NLM,665820414.jpg,66582-414,train
data\public\pillbox\images\51285043165part2of4.jpg,{7 (ethinyl estradiol 0.01 MG Oral Tablet) / 42 (ethinyl estradiol 0.02 MG / levonorgestrel 0.15 MG Oral Tablet) / 21 (ethinyl estradiol 0.025 MG / levonorgestrel 0.15 MG Oral Tablet) / 21 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) } Pack [Quartette 91 Day Pack],QUARTETTE,{7 (ethinyl estradiol 0.01 MG Oral Tablet) / 42 (ethinyl estradiol 0.02 MG / levonorgestrel 0.15 MG Oral Tablet) / 21 (ethinyl estradiol 0.025 MG / levonorgestrel 0.15 MG Oral Tablet) / 21 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) } Pack [Quartette 91 Day Pack],1373504,51285-431,512850431,6,ROUND,1,TV;075,PINK,LEVONORGESTREL 0.15 mg;ETHINYL ESTRADIOL 0.025 mg,LEVONORGESTREL[LEVONORGESTREL];ETHINYL ESTRADIOL[ETHINYL ESTRADIOL],C42931,"Teva Women's Health, Inc.",SPL,51285043165part2of4.jpg,51285-431,val
data\public\pillbox\images\000046202.jpg,Anaprox naproxen sodium 275 mg,Anaprox,,,0004-6202,000046202,15,ROUND,1,NPS;275,BLUE,naproxen sodium 275 mg,naproxen sodium[naproxen],C42998,"Genentech, Inc.",NLM,000046202.jpg,0004-6202,train
data\public\pillbox\images\684620554.jpg,fosinopril sodium 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet,Fosinopril Sodium and Hydrochlorothiazide,fosinopril sodium 10 MG / hydrochlorothiazide 12.5 MG Oral Tablet,857166,68462-554,684620554,5,ROUND,1,I;3,WHITE,FOSINOPRIL SODIUM 10 mg;HYDROCHLOROTHIAZIDE 12.5 mg,FOSINOPRIL SODIUM[FOSINOPRILAT];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42998,"Glenmark Pharmaceuticals Inc., USA",NLM,684620554.jpg,68462-554,train
data\public\pillbox\images\00074-7068-19_A31D51AA.jpg,Synthroid LEVOTHYROXINE SODIUM 125 ug,Synthroid,,,0074-7068,000747068,7,ROUND,2,SYNTHROID;125,BROWN,LEVOTHYROXINE SODIUM 125 ug,LEVOTHYROXINE SODIUM[LEVOTHYROXINE],C42998,AbbVie Inc.,NLM,00074-7068-19_A31D51AA.jpg,0074-7068,val
data\public\pillbox\images\00228-2751-11_6207B15D.jpg,glyburide 1.25 MG / metformin hydrochloride 250 MG Oral Tablet,Glyburide and Metformin Hydrochloride,glyburide 1.25 MG / metformin hydrochloride 250 MG Oral Tablet,861743,0228-2751,002282751,13,OVAL,1,R;751,WHITE,GLYBURIDE 1.25 mg;METFORMIN HYDROCHLORIDE 250 mg,GLYBURIDE[GLYBURIDE];METFORMIN HYDROCHLORIDE[METFORMIN],C42931,"Actavis Pharma, Inc.",NLM,00228-2751-11_6207B15D.jpg,0228-2751,train
data\public\pillbox\images\99207-0467-30_C11D60AB.jpg,24 HR minocycline 105 MG Extended Release Oral Tablet [Solodyn],Solodyn,24 HR minocycline 105 MG Extended Release Oral Tablet [Solodyn],1014018,99207-467,992070467,16,OVAL,1,DYN;105,PURPLE,minocycline hydrochloride 105 mg,minocycline hydrochloride[minocycline],C42930,Valeant Pharmaceuticals North America LLC,NLM,99207-0467-30_C11D60AB.jpg,99207-467,train
data\public\pillbox\images\10370-0510-10_36059B4C.jpg,24 HR divalproex sodium 250 MG Extended Release Oral Tablet,Divalproex Sodium,24 HR divalproex sodium 250 MG Extended Release Oral Tablet,1099563,10370-510,103700510,16,OVAL,1,A510,WHITE,DIVALPROEX SODIUM 250 mg,DIVALPROEX SODIUM[VALPROIC ACID],C42927,"Par Pharmaceutical, Inc.",NLM,10370-0510-10_36059B4C.jpg,10370-510,train
data\public\pillbox\images\000036335.jpg,hydroxyurea 200 MG Oral Capsule [Droxia],DROXIA,hydroxyurea 200 MG Oral Capsule [Droxia],213282,0003-6335,000036335,16,CAPSULE,1,DROXIA;6335;DROXIA;6335,TURQUOISE,hydroxyurea 200 mg,hydroxyurea[hydroxyurea],C25158,"E.R. Squibb & Sons, L.L.C.",NLM,000036335.jpg,0003-6335,train
data\public\pillbox\images\005912467.jpg,metoclopramide 5 MG Oral Tablet,Metoclopramide Hydrochloride,metoclopramide 5 MG Oral Tablet,311668,0591-2467,005912467,6,ROUND,1,WPI;2228,GREEN,METOCLOPRAMIDE HYDROCHLORIDE 5 mg,METOCLOPRAMIDE HYDROCHLORIDE[METOCLOPRAMIDE],C42998,"Actavis Pharma, Inc.",NLM,005912467.jpg,0591-2467,train
data\public\pillbox\images\16252-0591-99_F31D79FB.jpg,Sumatriptan 50 MG Oral Tablet,Sumatriptan,Sumatriptan 50 MG Oral Tablet,313161,16252-591,162520591,9,ROUND,1,SA;50,WHITE,SUMATRIPTAN SUCCINATE 50 mg,SUMATRIPTAN SUCCINATE[SUMATRIPTAN],C42998,"Actavis Pharma, Inc.",NLM,16252-0591-99_F31D79FB.jpg,16252-591,train
data\public\pillbox\images\49884-0455-11_NLMIMAGE10_D80E6C13.jpg,Omeprazole and Sodium Bicarbonate OMEPRAZOLE 40 mg;SODIUM BICARBONATE 1100 mg,Omeprazole and Sodium Bicarbonate,,,49884-455,498840455,23,CAPSULE,1,par;455,BLUE,OMEPRAZOLE 40 mg;SODIUM BICARBONATE 1100 mg,OMEPRAZOLE[OMEPRAZOLE];SODIUM BICARBONATE[BICARBONATE ION],C25158,Par Pharmaceutical Inc.,NLM,49884-0455-11_NLMIMAGE10_D80E6C13.jpg,49884-455,train
data\public\pillbox\images\00093019901.jpg,venlafaxine 25 MG Oral Tablet,Venlafaxine Hydrochloride,venlafaxine 25 MG Oral Tablet,313582,0093-0199,000930199,6,ROUND,2,9;3;199,ORANGE,VENLAFAXINE HYDROCHLORIDE 25 mg,VENLAFAXINE HYDROCHLORIDE[VENLAFAXINE],C42998,"Teva Pharmaceuticals USA, Inc.",SPL,00093019901.jpg,0093-0199,train
data\public\pillbox\images\596300628.jpg,24 HR lovastatin 20 MG Extended Release Oral Tablet [Altoprev],Altoprev,24 HR lovastatin 20 MG Extended Release Oral Tablet [Altoprev],997006,59630-628,596300628,7,ROUND,1,20,ORANGE,LOVASTATIN 20 mg,LOVASTATIN[LOVASTATIN],C42927,Shionogi Inc.,NLM,596300628.jpg,59630-628,train
data\public\pillbox\images\000938305.jpg,cimetidine 800 MG Oral Tablet,Cimetidine,cimetidine 800 MG Oral Tablet,197508,0093-8305,000938305,19,OVAL,2,N;305;800,WHITE,CIMETIDINE 800 mg,CIMETIDINE[CIMETIDINE],C42931,"Teva Pharmaceuticals USA, Inc.",NLM,000938305.jpg,0093-8305,train
data\public\pillbox\images\67405-0500-10_NLMIMAGE10_0047805C.jpg,terbinafine 250 MG Oral Tablet,Terbinafine Hydrochloride,terbinafine 250 MG Oral Tablet,313222,67405-500,674050500,11,ROUND,1,C134,WHITE,Terbinafine Hydrochloride 250 mg,Terbinafine Hydrochloride[TERBINAFINE],C42998,"Harris Pharmaceutical, Inc.",NLM,67405-0500-10_NLMIMAGE10_0047805C.jpg,67405-500,train
data\public\pillbox\images\no_product_image.jpg,EUPATORIUM PERFOLIATUM EUPATORIUM PERFOLIATUM FLOWERING TOP 6 [hp_X],EUPATORIUM PERFOLIATUM,,,0360-0168,003600168,5,ROUND,,,WHITE,EUPATORIUM PERFOLIATUM FLOWERING TOP 6 [hp_X],EUPATORIUM PERFOLIATUM FLOWERING TOP[EUPATORIUM PERFOLIATUM FLOWERING TOP],C42998,STANDARD HOMEOPATHIC COMPANY,PKG,no_product_image.jpg,0360-0168,train
data\public\pillbox\images\60793-0854-01_FC087E73.jpg,levothyroxine sodium 0.1 MG Oral Tablet [Levoxyl],LEVOXYL,levothyroxine sodium 0.1 MG Oral Tablet [Levoxyl],966283,60793-854,607930854,10,OVAL,2,Levoxyl;dp;100,YELLOW,LEVOTHYROXINE SODIUM 100 ug,LEVOTHYROXINE SODIUM[LEVOTHYROXINE],C42998,Pfizer Laboratories Div Pfizer Inc,NLM,60793-0854-01_FC087E73.jpg,60793-854,train
data\public\pillbox\images\00527-1050-01_A212D146.jpg,acetazolamide 250 MG Oral Tablet,AcetaZOLAMIDE,acetazolamide 250 MG Oral Tablet,197304,0527-1050,005271050,11,ROUND,4,LAN;1050,WHITE,ACETAZOLAMIDE 250 mg,ACETAZOLAMIDE[ACETAZOLAMIDE],C42998,"Lannett Company, Inc.",NLM,00527-1050-01_A212D146.jpg,0527-1050,train
data\public\pillbox\images\647640451.jpg,pioglitazone 45 MG Oral Tablet [Actos],Actos,pioglitazone 45 MG Oral Tablet [Actos],261268,64764-451,647640451,8,ROUND,1,ACTOS;45,WHITE,PIOGLITAZONE HYDROCHLORIDE 45 mg,PIOGLITAZONE HYDROCHLORIDE[pioglitazone],C42998,"Takeda Pharmaceuticals America, Inc.",NLM,647640451.jpg,64764-451,train
data\public\pillbox\images\59762-2858-01_00200070.jpg,exemestane 25 MG Oral Tablet,EXEMESTANE,exemestane 25 MG Oral Tablet,310261,59762-2858,597622858,6,ROUND,1,2858,WHITE,EXEMESTANE 25 mg,EXEMESTANE[EXEMESTANE],C42992,Greenstone LLC,NLM,59762-2858-01_00200070.jpg,59762-2858,train
data\public\pillbox\images\50111078855.jpg,{3 (azithromycin 500 MG Oral Tablet) } Pack,Azithromycin,{3 (azithromycin 500 MG Oral Tablet) } Pack,749780,50111-788,501110788,19,OVAL,1,PLIVA;788,BLUE,AZITHROMYCIN MONOHYDRATE 500 mg,AZITHROMYCIN MONOHYDRATE[AZITHROMYCIN ANHYDROUS],C42931,"Teva Pharmaceuticals USA, Inc.",SPL,50111078855.jpg,50111-788,train
data\public\pillbox\images\000695820.jpg,dofetilide 0.5 MG Oral Capsule [Tikosyn],Tikosyn,dofetilide 0.5 MG Oral Capsule [Tikosyn],285016,0069-5820,000695820,18,CAPSULE,1,TKN;500;PFIZER,PINK;WHITE,DOFETILIDE 0.5 mg,DOFETILIDE[DOFETILIDE],C25158,Pfizer Laboratories Div Pfizer Inc,NLM,000695820.jpg,0069-5820,val
data\public\pillbox\images\003786034.jpg,anastrozole 1 MG Oral Tablet,Anastrozole,anastrozole 1 MG Oral Tablet,199224,0378-6034,003786034,6,ROUND,1,M;34,WHITE,ANASTROZOLE 1 mg,ANASTROZOLE[ANASTROZOLE],C42931,Mylan Pharmaceuticals Inc.,NLM,003786034.jpg,0378-6034,val
data\public\pillbox\images\597620250.jpg,donepezil hydrochloride 5 MG Disintegrating Oral Tablet,Donepezil Hydrochloride,donepezil hydrochloride 5 MG Disintegrating Oral Tablet,997226,59762-0250,597620250,9,ROUND,1,5;ARICEPT,WHITE,DONEPEZIL HYDROCHLORIDE 5 mg,DONEPEZIL HYDROCHLORIDE[DONEPEZIL],C42999,Greenstone LLC,NLM,597620250.jpg,59762-0250,train
data\public\pillbox\images\00186-5040-31_FD1D7EDB.jpg,esomeprazole 40 MG Delayed Release Oral Capsule [Nexium],NEXIUM,esomeprazole 40 MG Delayed Release Oral Capsule [Nexium],606731,0186-5040,001865040,14,CAPSULE,1,NEXIUM40mg,PURPLE,ESOMEPRAZOLE MAGNESIUM 40 mg,ESOMEPRAZOLE MAGNESIUM[ESOMEPRAZOLE],C42902,AstraZeneca Pharmaceuticals LP,NLM,00186-5040-31_FD1D7EDB.jpg,0186-5040,train
data\public\pillbox\images\003784017.jpg,desloratadine 5 MG Oral Tablet,Desloratadine,desloratadine 5 MG Oral Tablet,349420,0378-4017,003784017,6,ROUND,1,M;D17,RED,DESLORATADINE 5 mg,DESLORATADINE[DESLORATADINE],C42931,Mylan Pharmaceuticals Inc.,NLM,003784017.jpg,0378-4017,val
data\public\pillbox\images\00007-4887-13_DE18EF47.jpg,24 HR ropinirole 4 MG Extended Release Oral Tablet [Requip],REQUIP,24 HR ropinirole 4 MG Extended Release Oral Tablet [Requip],800497,0007-4887,000074887,13,OVAL,1,GS;WXG,BROWN,ROPINIROLE HYDROCHLORIDE 4 mg,ROPINIROLE HYDROCHLORIDE[ROPINIROLE],C42930,GlaxoSmithKline LLC,NLM,00007-4887-13_DE18EF47.jpg,0007-4887,train
data\public\pillbox\images\13668-0105-01_NLMIMAGE10_5E3E2F41.jpg,24 HR isosorbide mononitrate 60 MG Extended Release Oral Tablet,ISOSORBIDE MONONITRATE,24 HR isosorbide mononitrate 60 MG Extended Release Oral Tablet,353538,13668-105,136680105,13,OVAL,2,60;60;1105,WHITE,ISOSORBIDE MONONITRATE 60 mg,ISOSORBIDE MONONITRATE[ISOSORBIDE MONONITRATE],C42927,Torrent Pharmaceuticals Limited,NLM,13668-0105-01_NLMIMAGE10_5E3E2F41.jpg,13668-105,val
data\public\pillbox\images\655970117.jpg,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],Tribenzor,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / olmesartan medoxomil 40 MG Oral Tablet [Tribenzor],999990,65597-117,655970117,10,ROUND,1,C55,RED,OLMESARTAN MEDOXOMIL 40 mg;AMLODIPINE BESYLATE 10 mg;HYDROCHLOROTHIAZIDE 12.5 mg,OLMESARTAN MEDOXOMIL[OLMESARTAN];AMLODIPINE BESYLATE[AMLODIPINE];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42931,Daiichi Sankyo Inc.,NLM,655970117.jpg,65597-117,val
data\public\pillbox\images\2356c567-01da-0827-e054-00144ff88e88.jpg,levothyroxine sodium 0.025 MG Oral Tablet [Levo-T],LEVO-T,levothyroxine sodium 0.025 MG Oral Tablet [Levo-T],966154,55466-104,554660104,9,CAPSULE,1,25;GG;331,ORANGE,LEVOTHYROXINE SODIUM 25 ug,LEVOTHYROXINE SODIUM[LEVOTHYROXINE],C42998,"Neolpharma, Inc.",NLM,2356c567-01da-0827-e054-00144ff88e88.jpg,55466-104,val
data\public\pillbox\images\00093-7285-89_B62FDB4E.jpg,Levetiracetam 250 MG Oral Tablet,Levetiracetam,Levetiracetam 250 MG Oral Tablet,311288,0093-7285,000937285,14,OVAL,2,9;3;7285,BLUE,LEVETIRACETAM 250 mg,LEVETIRACETAM[LEVETIRACETAM],C42931,Teva Pharmaceuticals USA Inc,NLM,00093-7285-89_B62FDB4E.jpg,0093-7285,train
data\public\pillbox\images\003780145.jpg,doxycycline hyclate 50 MG Oral Capsule,doxycycline hyclate,doxycycline hyclate 50 MG Oral Capsule,1649405,0378-0145,003780145,18,CAPSULE,1,MYLAN;145,BLUE;WHITE,DOXYCYCLINE HYCLATE 50 mg,DOXYCYCLINE HYCLATE[DOXYCYCLINE ANHYDROUS],C25158,Mylan Pharmaceuticals Inc.,NLM,003780145.jpg,0378-0145,train
data\public\pillbox\images\16714-0633-01_NLMIMAGE10_55442AD1.jpg,alendronic acid 70 MG Oral Tablet,Alendronate Sodium,alendronic acid 70 MG Oral Tablet,904431,16714-633,167140633,13,OVAL,1,F;21,WHITE,ALENDRONATE SODIUM 70 mg,ALENDRONATE SODIUM[ALENDRONIC ACID],C42998,NorthStar Rx LLC,NLM,16714-0633-01_NLMIMAGE10_55442AD1.jpg,16714-633,val
data\public\pillbox\images\617480115.jpg,demeclocycline hydrochloride 150 MG Oral Tablet,demeclocycline hydrochloride,demeclocycline hydrochloride 150 MG Oral Tablet,905341,61748-115,617480115,9,ROUND,1,C;115,PINK,DEMECLOCYCLINE HYDROCHLORIDE 150 mg,DEMECLOCYCLINE HYDROCHLORIDE[DEMECLOCYCLINE],C42931,VersaPharm Incorporated,NLM,617480115.jpg,61748-115,train
data\public\pillbox\images\000540269.jpg,letrozole 2.5 MG Oral Tablet,Letrozole,letrozole 2.5 MG Oral Tablet,200064,0054-0269,000540269,6,ROUND,1,54;753,WHITE,LETROZOLE 2.5 mg,LETROZOLE[LETROZOLE],C42998,West-Ward Pharmaceuticals Corp.,NLM,000540269.jpg,0054-0269,val
data\public\pillbox\images\003785631.jpg,sumatriptan 50 MG Oral Tablet,Sumatriptan Succinate,sumatriptan 50 MG Oral Tablet,313161,0378-5631,003785631,8,ROUND,1,M;S7,WHITE,SUMATRIPTAN SUCCINATE 50 mg,SUMATRIPTAN SUCCINATE[SUMATRIPTAN],C42931,Mylan Pharmaceuticals Inc.,NLM,003785631.jpg,0378-5631,val
data\public\pillbox\images\00555-0171-78_NLMIMAGE10_8E35C70E.jpg,mefloquine hydrochloride 250 MG Oral Tablet,Mefloquine Hydrochloride,mefloquine hydrochloride 250 MG Oral Tablet,835913,0555-0171,005550171,13,OVAL,2,b;171,WHITE,MEFLOQUINE HYDROCHLORIDE 250 mg,MEFLOQUINE HYDROCHLORIDE[MEFLOQUINE],C42998,"Teva Pharmaceuticals USA, Inc.",NLM,00555-0171-78_NLMIMAGE10_8E35C70E.jpg,0555-0171,train
data\public\pillbox\images\000540106.jpg,ramipril 1.25 MG Oral Capsule,Ramipril,ramipril 1.25 MG Oral Capsule,845488,0054-0106,000540106,12,CAPSULE,1,54;328,YELLOW,RAMIPRIL 1.25 mg,RAMIPRIL[RAMIPRILAT],C25158,West-Ward Pharmaceuticals Corp.,NLM,000540106.jpg,0054-0106,val
data\public\pillbox\images\167140685.jpg,simvastatin 80 MG Oral Tablet,Simvastatin,simvastatin 80 MG Oral Tablet,200345,16714-685,167140685,19,CAPSULE,1,A;04,PINK,SIMVASTATIN 80 mg,SIMVASTATIN[SIMVASTATIN],C42931,NorthStar Rx LLC,NLM,167140685.jpg,16714-685,val
data\public\pillbox\images\88f3ffb3-d3ec-0d7d-e053-2a95a90a80c2.jpg,Repaglinide REPAGLINIDE 2 mg,Repaglinide,,,68084-967,680840967,6,ROUND,1,747;C,PINK,REPAGLINIDE 2 mg,REPAGLINIDE[REPAGLINIDE],C42998,American Health Packaging,NLM,88f3ffb3-d3ec-0d7d-e053-2a95a90a80c2.jpg,68084-967,val
data\public\pillbox\images\00054-0109-25_00268004.jpg,ramipril 10 MG Oral Capsule,Ramipril,ramipril 10 MG Oral Capsule,261962,0054-0109,000540109,12,CAPSULE,1,54;602,BLUE,RAMIPRIL 10 mg,RAMIPRIL[RAMIPRILAT],C25158,West-Ward Pharmaceuticals Corp.,NLM,00054-0109-25_00268004.jpg,0054-0109,train
data\public\pillbox\images\005271392.jpg,danazol 50 MG Oral Capsule,Danazol,danazol 50 MG Oral Capsule,197556,0527-1392,005271392,16,CAPSULE,1,LANNETT;1392,YELLOW;WHITE,DANAZOL 50 mg,DANAZOL[DANAZOL],C25158,"Lannett Company, Inc.",NLM,005271392.jpg,0527-1392,train
data\public\pillbox\images\00093-7477-01_9B294DCA.jpg,mycophenolate mofetil 500 MG Oral Tablet,mycophenolate mofetil,mycophenolate mofetil 500 MG Oral Tablet,200060,0093-7477,000937477,18,OVAL,1,93;7477,PURPLE,MYCOPHENOLATE MOFETIL 500 mg,MYCOPHENOLATE MOFETIL[MYCOPHENOLIC ACID],C42931,"Teva Pharmaceuticals USA, Inc.",NLM,00093-7477-01_9B294DCA.jpg,0093-7477,train
data\public\pillbox\images\00093964301.jpg,prochlorperazine 5 MG Oral Tablet,Prochlorperazine Maleate,prochlorperazine 5 MG Oral Tablet,312635,0093-9643,000939643,6,ROUND,1,93;9643,YELLOW,PROCHLORPERAZINE MALEATE 5 mg,PROCHLORPERAZINE MALEATE[PROCHLORPERAZINE],C42931,"Teva Pharmaceuticals USA, Inc.",SPL,00093964301.jpg,0093-9643,train
data\public\pillbox\images\000094541.jpg,tolterodine tartrate 1 MG Oral Tablet [Detrol],Detrol,tolterodine tartrate 1 MG Oral Tablet [Detrol],855180,0009-4541,000094541,6,ROUND,1,TO,WHITE,TOLTERODINE TARTRATE 1 mg,TOLTERODINE TARTRATE[TOLTERODINE],C42931,Pharmacia and Upjohn Company LLC,NLM,000094541.jpg,0009-4541,train
data\public\pillbox\images\317220214.jpg,sertraline 100 MG Oral Tablet,Sertraline Hydrochloride,sertraline 100 MG Oral Tablet,312938,31722-214,317220214,13,OVAL,1,214;IG,YELLOW,SERTRALINE HYDROCHLORIDE 100 mg,SERTRALINE HYDROCHLORIDE[SERTRALINE],C42998,Camber Pharmaceuticals Inc.,NLM,317220214.jpg,31722-214,train
data\public\pillbox\images\581770001.jpg,Potassium Chloride,Potassium Chloride,,,58177-001,581770001,23,CAPSULE,1,ETHEX;001,WHITE,,,C42916,ETHEX,NLM,581770001.jpg,58177-001,train
data\public\pillbox\images\605050101.jpg,paroxetine hydrochloride 40 MG Oral Tablet,PAROXETINE,paroxetine hydrochloride 40 MG Oral Tablet,1738511,60505-0101,605050101,14,OVAL,1,APO;101,WHITE,PAROXETINE HYDROCHLORIDE ANHYDROUS 40 mg,PAROXETINE HYDROCHLORIDE ANHYDROUS[Paroxetine],C42931,Apotex Corp.,NLM,605050101.jpg,60505-0101,train
data\public\pillbox\images\633040827.jpg,atorvastatin 10 MG Oral Tablet,Atorvastatin Calcium,atorvastatin 10 MG Oral Tablet,617312,63304-827,633040827,10,OVAL,1,RX12,WHITE,ATORVASTATIN CALCIUM TRIHYDRATE 10 mg,ATORVASTATIN CALCIUM TRIHYDRATE[ATORVASTATIN],C42931,Sun Pharmaceutical Industries Inc.,NLM,633040827.jpg,63304-827,val
data\public\pillbox\images\510790105.jpg,folic acid 1 MG Oral Tablet,Folic Acid,folic acid 1 MG Oral Tablet,310410,51079-105,510790105,8,ROUND,2,3162;V,YELLOW,FOLIC ACID 1 mg,FOLIC ACID[FOLIC ACID],C42998,Mylan Institutional Inc.,NLM,510790105.jpg,51079-105,train
data\public\pillbox\images\002450213.jpg,midodrine hydrochloride 10 MG Oral Tablet,Midodrine Hydrochloride,midodrine hydrochloride 10 MG Oral Tablet,993462,0245-0213,002450213,9,ROUND,2,US;10;213,PURPLE,midodrine hydrochloride 10 mg,midodrine hydrochloride[midodrine],C42998,"Upsher-Smith laboratories, LLC",NLM,002450213.jpg,0245-0213,train
data\public\pillbox\images\no_product_image.jpg,MERCURIUS SOLUBILIS MERCURIUS SOLUBILIS 30 [hp_X],MERCURIUS SOLUBILIS,,,0360-0268,003600268,5,ROUND,,,WHITE,MERCURIUS SOLUBILIS 30 [hp_X],MERCURIUS SOLUBILIS[MERCURIUS SOLUBILIS],C42998,STANDARD HOMEOPATHIC COMPANY,PKG,no_product_image.jpg,0360-0268,train
data\public\pillbox\images\000251021.jpg,hydrochlorothiazide 50 MG / spironolactone 50 MG Oral Tablet [Aldactazide],ALDACTAZIDE,hydrochlorothiazide 50 MG / spironolactone 50 MG Oral Tablet [Aldactazide],208116,0025-1021,000251021,16,OVAL,2,ALDACTAZIDE;50;SEARLE;1021,BROWN,SPIRONOLACTONE 50 mg;HYDROCHLOROTHIAZIDE 50 mg,SPIRONOLACTONE[SPIRONOLACTONE];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42931,G.D. Searle LLC Division of Pfizer Inc,NLM,000251021.jpg,0025-1021,train
data\public\pillbox\images\002282780.jpg,24 HR propranolol hydrochloride 120 MG Extended Release Oral Capsule,Propranolol Hydrochloride,24 HR propranolol hydrochloride 120 MG Extended Release Oral Capsule,856460,0228-2780,002282780,18,CAPSULE,1,R;2780,YELLOW;GRAY,PROPRANOLOL HYDROCHLORIDE 120 mg,PROPRANOLOL HYDROCHLORIDE[PROPRANOLOL],C42916,"Actavis Pharma, Inc.",NLM,002282780.jpg,0228-2780,train
data\public\pillbox\images\625590158.jpg,fluvoxamine maleate 25 MG Oral Tablet,fluvoxamine maleate,fluvoxamine maleate 25 MG Oral Tablet,903887,62559-158,625590158,9,OVAL,1,1222,WHITE,FLUVOXAMINE MALEATE 25 mg,FLUVOXAMINE MALEATE[FLUVOXAMINE],C42897,"ANI Pharmaceuticals, Inc.",NLM,625590158.jpg,62559-158,train
data\public\pillbox\images\547380904.jpg,Felodipine Felodipine 2.5 mg,Felodipine,,,54738-904,547380904,12,ROUND,1,MP;771,GREEN,Felodipine 2.5 mg,Felodipine[Felodipine],C42930,"Richmond Pharmaceuticals, Inc.",NLM,547380904.jpg,54738-904,train
data\public\pillbox\images\00093-5862-01_NLMIMAGE10_15420A80.jpg,oxymorphone hydrochloride 10 MG Oral Tablet,Oxymorphone Hydrochloride,oxymorphone hydrochloride 10 MG Oral Tablet,977942,0093-5862,000935862,11,OVAL,1,93;O2,RED,OXYMORPHONE HYDROCHLORIDE 10 mg,OXYMORPHONE HYDROCHLORIDE[OXYMORPHONE],C42998,"Teva Pharmaceuticals USA, Inc.",NLM,00093-5862-01_NLMIMAGE10_15420A80.jpg,0093-5862,train
data\public\pillbox\images\003784094.jpg,24 HR ropinirole 12 MG Extended Release Oral Tablet,Ropinirole Hydrochloride,24 HR ropinirole 12 MG Extended Release Oral Tablet,824959,0378-4094,003784094,10,ROUND,1,M;RE12,GREEN,ROPINIROLE HYDROCHLORIDE 12 mg,ROPINIROLE HYDROCHLORIDE[ROPINIROLE],C42930,Mylan Pharmaceuticals Inc.,NLM,003784094.jpg,0378-4094,train
