normalized_name,drug_name,ingredient_name,atc_code,atc_group_code,atc_group_name,atc_class_label,drug_class
desvenlafaxine,desvenlafaxine,desvenlafaxine,N06AX23,N06AX,Other antidepressants,Other antidepressants,unknown
dexamethasone,dexamethasone,dexamethasone,H02AB02,H02AB,Glucocorticoids,Glucocorticoids,unknown
dexamfetamine,dexamfetamine,dexamfetamine,N06BA02,N06BA,Centrally acting sympathomimetics,Centrally acting sympathomimetics,unknown
dexbrompheniramine,dexbrompheniramine,dexbrompheniramine,R06AB06,R06AB,Substituted alkylamines,Substituted alkylamines,antihistamine
dexchlorpheniramine,dexchlorpheniramine,dexchlorpheniramine,R06AB02,R06AB,Substituted alkylamines,Substituted alkylamines,antihistamine
dexetimide,dexetimide,dexetimide,N04AA08,N04AA,Tertiary amines,Tertiary amines,unknown
dexfenfluramine,dexfenfluramine,dexfenfluramine,A08AA04,A08AA,Centrally acting antiobesity products,Centrally acting antiobesity products,unknown
dexibuprofen,dexibuprofen,dexibuprofen,M01AE14,M01AE,Propionic acid derivatives,Propionic acid derivatives,nsaid
dexketoprofen,dexketoprofen,dexketoprofen,M01AE17,M01AE,Propionic acid derivatives,Propionic acid derivatives,nsaid
dexlansoprazole,dexlansoprazole,dexlansoprazole,A02BC06,A02BC,Proton pump inhibitors,Proton pump inhibitors,unknown
dexmedetomidine,dexmedetomidine,dexmedetomidine,N05CM18,N05CM,Other hypnotics and sedatives,Other hypnotics and sedatives,unknown
dexmethylphenidate,dexmethylphenidate,dexmethylphenidate,N06BA11,N06BA,Centrally acting sympathomimetics,Centrally acting sympathomimetics,unknown
dexpanthenol,dexpanthenol,dexpanthenol,A11HA30,A11HA,Other plain vitamin preparations,Other plain vitamin preparations,unknown
dexrabeprazole,dexrabeprazole,dexrabeprazole,A02BC07,A02BC,Proton pump inhibitors,Proton pump inhibitors,unknown
dexrazoxane,dexrazoxane,dexrazoxane,V03AF02,V03AF,Detoxifying agents for antineoplastic treatment,Detoxifying agents for antineoplastic treatment,unknown
dextran,dextran,dextran,B05AA05,B05AA,Blood substitutes and plasma protein fractions,Blood substitutes and plasma protein fractions,unknown
dextranomer,dextranomer,dextranomer,D03AX02,D03AX,Other cicatrizants,Other cicatrizants,unknown
dextromethorphan,dextromethorphan,dextromethorphan,R05DA09,R05DA,Opium alkaloids and derivatives,Opium alkaloids and derivatives,unknown
dextromoramide,dextromoramide,dextromoramide,N02AC01,N02AC,Diphenylpropylamine derivatives,Diphenylpropylamine derivatives,opioid
dextropropoxyphene,dextropropoxyphene,dextropropoxyphene,N02AC04,N02AC,Diphenylpropylamine derivatives,Diphenylpropylamine derivatives,opioid
dextrothyroxine,dextrothyroxine,dextrothyroxine,C10AX01,C10AX,Other lipid modifying agents,Other lipid modifying agents,unknown
dezocine,dezocine,dezocine,N02AX03,N02AX,Other opioids,Other opioids,opioid
diacerein,diacerein,diacerein,M01AX21,M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids","Other antiinflammatory and antirheumatic agents, non-steroids",nsaid
diamorphine,diamorphine,diamorphine,N07BC06,N07BC,Drugs used in opioid dependence,Drugs used in opioid dependence,unknown
diastase,diastase,diastase,A09AA01,A09AA,Enzyme preparations,Enzyme preparations,unknown
diatrizoic acid,diatrizoic acid,diatrizoic acid,V08AA01,V08AA,"Watersoluble, nephrotropic, high osmolar X-ray contrast media","Watersoluble, nephrotropic, high osmolar X-ray contrast media",unknown
diazepam,diazepam,diazepam,N05BA01,N05BA,Benzodiazepine derivatives,Benzodiazepine derivatives,benzodiazepine
diazoxide,diazoxide,diazoxide,C02DA01,C02DA,Thiazide derivatives,Thiazide derivatives,unknown
dibekacin,dibekacin,dibekacin,J01GB09,J01GB,Other aminoglycosides,Other aminoglycosides,aminoglycoside
dibenzepin,dibenzepin,dibenzepin,N06AA08,N06AA,Non-selective monoamine reuptake inhibitors,Non-selective monoamine reuptake inhibitors,unknown
dibotermin alfa,dibotermin alfa,dibotermin alfa,M05BC01,M05BC,Bone morphogenetic proteins,Bone morphogenetic proteins,unknown
dibromotyrosine,dibromotyrosine,dibromotyrosine,H03BX02,H03BX,Other antithyroid preparations,Other antithyroid preparations,unknown
dibrompropamidine,dibrompropamidine,dibrompropamidine,D08AC01,D08AC,Biguanides and amidines,Biguanides and amidines,unknown
dibunate,dibunate,dibunate,R05DB16,R05DB,Other cough suppressants,Other cough suppressants,unknown
dibutylphthalate,dibutylphthalate,dibutylphthalate,P03BX03,P03BX,Other insecticides and repellents,Other insecticides and repellents,unknown
dibutylsuccinate,dibutylsuccinate,dibutylsuccinate,P03BX04,P03BX,Other insecticides and repellents,Other insecticides and repellents,unknown
dichloralphenazone,dichloralphenazone,dichloralphenazone,N05CC04,N05CC,Aldehydes and derivatives,Aldehydes and derivatives,unknown
dichlorobenzyl alcohol,dichlorobenzyl alcohol,dichlorobenzyl alcohol,R02AA03,R02AA,Antiseptics,Antiseptics,unknown
dichlorophen,dichlorophen,dichlorophen,P02DX02,P02DX,Other anticestodals,Other anticestodals,unknown
diclofenac,diclofenac,diclofenac,M01AB05,M01AB,Acetic acid derivatives and related substances,Acetic acid derivatives and related substances,nsaid
diclofenamide,diclofenamide,diclofenamide,S01EC02,S01EC,Carbonic anhydrase inhibitors,Carbonic anhydrase inhibitors,unknown
dicloxacillin,dicloxacillin,dicloxacillin,J01CF01,J01CF,Beta-lactamase resistant penicillins,Beta-lactamase resistant penicillins,penicillin
dicoumarol,dicoumarol,dicoumarol,B01AA01,B01AA,Vitamin K antagonists,Vitamin K antagonists,anticoagulant
dicycloverine,dicycloverine,dicycloverine,A03AA07,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","Synthetic anticholinergics, esters with tertiary amino group",unknown
didanosine,didanosine,didanosine,J05AF02,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Nucleoside and nucleotide reverse transcriptase inhibitors,unknown
didecyldimethylammonium chloride,didecyldimethylammonium chloride,didecyldimethylammonium chloride,D08AJ06,D08AJ,Quaternary ammonium compounds,Quaternary ammonium compounds,unknown
dienestrol,dienestrol,dienestrol,G03CB01,G03CB,"Synthetic estrogens, plain","Synthetic estrogens, plain",unknown
dienogest,dienogest,dienogest,G03DB08,G03DB,Pregnadien derivatives,Pregnadien derivatives,unknown
diethyl ether,diethyl ether,diethyl ether,N01AA01,N01AA,Ethers,Ethers,unknown
diethylcarbamazine,diethylcarbamazine,diethylcarbamazine,P02CB02,P02CB,Piperazine and derivatives,Piperazine and derivatives,unknown
diethylstilbestrol,diethylstilbestrol,diethylstilbestrol,G03CB02,G03CB,"Synthetic estrogens, plain","Synthetic estrogens, plain",unknown
diethyltoluamide,diethyltoluamide,diethyltoluamide,P03BX01,P03BX,Other insecticides and repellents,Other insecticides and repellents,unknown
difemerine,difemerine,difemerine,A03AA09,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","Synthetic anticholinergics, esters with tertiary amino group",unknown
difenoxin,difenoxin,difenoxin,A07DA04,A07DA,Antipropulsives,Antipropulsives,unknown
difenpiramide,difenpiramide,difenpiramide,M01AB12,M01AB,Acetic acid derivatives and related substances,Acetic acid derivatives and related substances,nsaid
difetarsone,difetarsone,difetarsone,P01AR02,P01AR,Arsenic compounds,Arsenic compounds,unknown
diflorasone,diflorasone,diflorasone,D07AC10,D07AC,"Corticosteroids, potent (group III)","Corticosteroids, potent (group III)",unknown
diflucortolone,diflucortolone,diflucortolone,D07AC06,D07AC,"Corticosteroids, potent (group III)","Corticosteroids, potent (group III)",unknown
diflunisal,diflunisal,diflunisal,N02BA11,N02BA,Salicylic acid and derivatives,Salicylic acid and derivatives,unknown
difluprednate,difluprednate,difluprednate,D07AC19,D07AC,"Corticosteroids, potent (group III)","Corticosteroids, potent (group III)",unknown
digitalis antitoxin,digitalis antitoxin,digitalis antitoxin,V03AB24,V03AB,Antidotes,Antidotes,unknown
digitalis leaves,digitalis leaves,digitalis leaves,C01AA03,C01AA,Digitalis glycosides,Digitalis glycosides,unknown
digitoxin,digitoxin,digitoxin,C01AA04,C01AA,Digitalis glycosides,Digitalis glycosides,unknown
digoxin,digoxin,digoxin,C01AA05,C01AA,Digitalis glycosides,Digitalis glycosides,unknown
dihexyverine,dihexyverine,dihexyverine,A03AA08,A03AA,"Synthetic anticholinergics, esters with tertiary amino group","Synthetic anticholinergics, esters with tertiary amino group",unknown
dihydralazine,dihydralazine,dihydralazine,C02DB01,C02DB,Hydrazinophthalazine derivatives,Hydrazinophthalazine derivatives,unknown
dihydrocodeine,dihydrocodeine,dihydrocodeine,N02AA08,N02AA,Natural opium alkaloids,Natural opium alkaloids,opioid
dihydroergocristine,dihydroergocristine,dihydroergocristine,C04AE04,C04AE,Ergot alkaloids,Ergot alkaloids,unknown
dihydroergocryptine mesylate,dihydroergocryptine mesylate,dihydroergocryptine mesylate,N04BC03,N04BC,Dopamine agonists,Dopamine agonists,unknown
dihydroergotamine,dihydroergotamine,dihydroergotamine,N02CA01,N02CA,Ergot alkaloids,Ergot alkaloids,unknown
dihydrostreptomycin,dihydrostreptomycin,dihydrostreptomycin,S01AA15,S01AA,Antibiotics,Antibiotics,unknown
dihydrotachysterol,dihydrotachysterol,dihydrotachysterol,A11CC02,A11CC,Vitamin D and analogues,Vitamin D and analogues,unknown
dihydroxialumini sodium carbonate,dihydroxialumini sodium carbonate,dihydroxialumini sodium carbonate,A02AB04,A02AB,Aluminium compounds,Aluminium compounds,unknown
diiodohydroxypropane,diiodohydroxypropane,diiodohydroxypropane,D08AG04,D08AG,Iodine products,Iodine products,unknown
diiodohydroxyquinoline,diiodohydroxyquinoline,diiodohydroxyquinoline,G01AC01,G01AC,Quinoline derivatives,Quinoline derivatives,unknown
diiodotyrosine,diiodotyrosine,diiodotyrosine,H03BX01,H03BX,Other antithyroid preparations,Other antithyroid preparations,unknown
diisopromine,diisopromine,diisopromine,A03AX02,A03AX,Other drugs for functional gastrointestinal disorders,Other drugs for functional gastrointestinal disorders,unknown
dilazep,dilazep,dilazep,C01DX10,C01DX,Other vasodilators used in cardiac diseases,Other vasodilators used in cardiac diseases,unknown
diloxanide,diloxanide,diloxanide,P01AC01,P01AC,Dichloroacetamide derivatives,Dichloroacetamide derivatives,unknown
diltiazem,diltiazem,diltiazem,C08DB01,C08DB,Benzothiazepine derivatives,Benzothiazepine derivatives,unknown
dimazole,dimazole,dimazole,D01AE17,D01AE,Other antifungals for topical use,Other antifungals for topical use,unknown
dimefline,dimefline,dimefline,R07AB08,R07AB,Respiratory stimulants,Respiratory stimulants,unknown
dimemorfan,dimemorfan,dimemorfan,R05DA11,R05DA,Opium alkaloids and derivatives,Opium alkaloids and derivatives,unknown
dimercaprol,dimercaprol,dimercaprol,V03AB09,V03AB,Antidotes,Antidotes,unknown
dimetacrine,dimetacrine,dimetacrine,N06AA18,N06AA,Non-selective monoamine reuptake inhibitors,Non-selective monoamine reuptake inhibitors,unknown
dimethoxanate,dimethoxanate,dimethoxanate,R05DB28,R05DB,Other cough suppressants,Other cough suppressants,unknown
dimethyl fumarate,dimethyl fumarate,dimethyl fumarate,L04AX07,L04AX,Other immunosuppressants,Other immunosuppressants,unknown
dimethyl sulfoxide,dimethyl sulfoxide,dimethyl sulfoxide,G04BX13,G04BX,Other urologicals,Other urologicals,unknown
dimethylaminopropionylphenothiazine,dimethylaminopropionylphenothiazine,dimethylaminopropionylphenothiazine,A03AC02,A03AC,"Synthetic antispasmodics, amides with tertiary amines","Synthetic antispasmodics, amides with tertiary amines",unknown
dimethylcarbate,dimethylcarbate,dimethylcarbate,P03BX05,P03BX,Other insecticides and repellents,Other insecticides and repellents,unknown
dimethylphthalate,dimethylphthalate,dimethylphthalate,P03BX02,P03BX,Other insecticides and repellents,Other insecticides and repellents,unknown
dimethyltubocurarine,dimethyltubocurarine,dimethyltubocurarine,M03AA04,M03AA,Curare alkaloids,Curare alkaloids,unknown
dimeticone,dimeticone,dimeticone,P03AX05,P03AX,"Other ectoparasiticides, incl. scabicides","Other ectoparasiticides, incl. scabicides",unknown
dimetindene,dimetindene,dimetindene,R06AB03,R06AB,Substituted alkylamines,Substituted alkylamines,antihistamine
dimetofrine,dimetofrine,dimetofrine,C01CA12,C01CA,Adrenergic and dopaminergic agents,Adrenergic and dopaminergic agents,unknown
dimetotiazine,dimetotiazine,dimetotiazine,N02CX05,N02CX,Other antimigraine preparations,Other antimigraine preparations,unknown
dinoprost,dinoprost,dinoprost,G02AD01,G02AD,Prostaglandins,Prostaglandins,unknown
dinoprostone,dinoprostone,dinoprostone,G02AD02,G02AD,Prostaglandins,Prostaglandins,unknown
dinutuximab beta,dinutuximab beta,dinutuximab beta,L01XC16,L01XC,Monoclonal antibodies,Monoclonal antibodies,unknown
diodone,diodone,diodone,V08AA10,V08AA,"Watersoluble, nephrotropic, high osmolar X-ray contrast media","Watersoluble, nephrotropic, high osmolar X-ray contrast media",unknown
diosmectite,diosmectite,diosmectite,A07BC05,A07BC,Other intestinal adsorbents,Other intestinal adsorbents,unknown
diosmin,diosmin,diosmin,C05CA03,C05CA,Bioflavonoids,Bioflavonoids,unknown
diphemanil,diphemanil,diphemanil,A03AB15,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds","Synthetic anticholinergics, quaternary ammonium compounds",unknown
diphenadione,diphenadione,diphenadione,B01AA10,B01AA,Vitamin K antagonists,Vitamin K antagonists,anticoagulant
diphenhydramine,diphenhydramine,diphenhydramine,R06AA02,R06AA,Aminoalkyl ethers,Aminoalkyl ethers,antihistamine
diphenhydramine methylbromide,diphenhydramine methylbromide,diphenhydramine methylbromide,D04AA33,D04AA,Antihistamines for topical use,Antihistamines for topical use,unknown
diphenoxylate,diphenoxylate,diphenoxylate,A07DA01,A07DA,Antipropulsives,Antipropulsives,unknown
diphenylpyraline,diphenylpyraline,diphenylpyraline,R06AA07,R06AA,Aminoalkyl ethers,Aminoalkyl ethers,antihistamine
diphtheria antitoxin,diphtheria antitoxin,diphtheria antitoxin,J06AA01,J06AA,Immune sera,Immune sera,unknown
diphtheria immunoglobulin,diphtheria immunoglobulin,diphtheria immunoglobulin,J06BB10,J06BB,Specific immunoglobulins,Specific immunoglobulins,unknown
diphtheria toxoid,diphtheria toxoid,diphtheria toxoid,J07AF01,J07AF,Diphtheria vaccines,Diphtheria vaccines,unknown
diphtheria-haemophilus influenzae b-pertussis-poliomyelitis-tetanus,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus,J07CA06,J07CA,"Bacterial and viral vaccines, combined","Bacterial and viral vaccines, combined",unknown
diphtheria-haemophilus influenzae b-pertussis-poliomyelitis-tetanus-hepatitis b,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B,J07CA09,J07CA,"Bacterial and viral vaccines, combined","Bacterial and viral vaccines, combined",unknown
diphtheria-haemophilus influenzae b-pertussis-tetanus-hepatitis b,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B,J07CA11,J07CA,"Bacterial and viral vaccines, combined","Bacterial and viral vaccines, combined",unknown
diphtheria-haemophilus influenzae b-pertussis-tetanus-hepatitis b-meningococcus a c,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C,J07CA13,J07CA,"Bacterial and viral vaccines, combined","Bacterial and viral vaccines, combined",unknown
diphtheria-hepatitis b-pertussis-tetanus,diphtheria-hepatitis B-pertussis-tetanus,diphtheria-hepatitis B-pertussis-tetanus,J07CA05,J07CA,"Bacterial and viral vaccines, combined","Bacterial and viral vaccines, combined",unknown
diphtheria-hepatitis b-tetanus,diphtheria-hepatitis B-tetanus,diphtheria-hepatitis B-tetanus,J07CA07,J07CA,"Bacterial and viral vaccines, combined","Bacterial and viral vaccines, combined",unknown
diphtheria-pertussis-poliomyelitis-tetanus,diphtheria-pertussis-poliomyelitis-tetanus,diphtheria-pertussis-poliomyelitis-tetanus,J07CA02,J07CA,"Bacterial and viral vaccines, combined","Bacterial and viral vaccines, combined",unknown
diphtheria-pertussis-poliomyelitis-tetanus-hepatitis b,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B,J07CA12,J07CA,"Bacterial and viral vaccines, combined","Bacterial and viral vaccines, combined",unknown
diphtheria-poliomyelitis-tetanus,diphtheria-poliomyelitis-tetanus,diphtheria-poliomyelitis-tetanus,J07CA01,J07CA,"Bacterial and viral vaccines, combined","Bacterial and viral vaccines, combined",unknown
diphtheria-rubella-tetanus,diphtheria-rubella-tetanus,diphtheria-rubella-tetanus,J07CA03,J07CA,"Bacterial and viral vaccines, combined","Bacterial and viral vaccines, combined",unknown
dipivefrine,dipivefrine,dipivefrine,S01EA02,S01EA,Sympathomimetics in glaucoma therapy,Sympathomimetics in glaucoma therapy,unknown
diprophylline,diprophylline,diprophylline,R03DA01,R03DA,Xanthines,Xanthines,unknown
dipyridamole,dipyridamole,dipyridamole,B01AC07,B01AC,Platelet aggregation inhibitors excl. heparin,Platelet aggregation inhibitors excl. heparin,antiplatelet
dipyrocetyl,dipyrocetyl,dipyrocetyl,N02BA09,N02BA,Salicylic acid and derivatives,Salicylic acid and derivatives,unknown
dirithromycin,dirithromycin,dirithromycin,J01FA13,J01FA,Macrolides,Macrolides,macrolide
disopyramide,disopyramide,disopyramide,C01BA03,C01BA,"Antiarrhythmics, class Ia","Antiarrhythmics, class Ia",unknown
distigmine,distigmine,distigmine,N07AA03,N07AA,Anticholinesterases,Anticholinesterases,unknown
disulfiram,disulfiram,disulfiram,N07BB01,N07BB,Drugs used in alcohol dependence,Drugs used in alcohol dependence,unknown
ditazole,ditazole,ditazole,B01AC01,B01AC,Platelet aggregation inhibitors excl. heparin,Platelet aggregation inhibitors excl. heparin,antiplatelet
dithranol,dithranol,dithranol,D05AC01,D05AC,Antracen derivatives,Antracen derivatives,unknown
